iter	Passed	Remaining
1668	39893	4589
1669	39904	4563
1670	39920	4539
1671	39935	4514
1672	39947	4488
1673	39960	4463
1674	39973	4438
1675	39986	4413
1676	40001	4388
1677	40016	4364
1678	40031	4339
1679	40044	4314
1680	40059	4289
1681	40071	4264
1682	40084	4239
1683	40101	4214
1684	40114	4190
1685	40127	4165
1686	40143	4140
1687	40156	4115
1688	40170	4090
1689	40182	4065
1690	40197	4041
1691	40210	4016
1692	40222	3991
1693	40236	3966
1694	40247	3941
1695	40259	3916
1696	40269	3891
1697	40282	3866
1698	40295	3842
1699	40308	3817
1700	40321	3792
1701	40335	3768
1702	40349	3743
1703	40360	3718
1704	40375	3694
1705	40387	3669
1706	40403	3645
1707	40416	3620
1708	40431	3596
1709	40444	3571
1710	40460	3547
1711	40473	3522
1712	40487	3498
1713	40501	3473
1714	40514	3449
1715	40528	3424
1716	40542	3400
1717	40557	3375
1718	40570	3351
1719	40586	3327
1720	40598	3302
1721	40608	3277
1722	40622	3253
1723	40635	3229
1724	40649	3204
1725	40661	3180
1726	40673	3155
1727	40687	3131
1728	40699	3107
1729	40712	3082
1730	40722	3058
1731	40737	3034
1732	40751	3009
1733	40764	2985
1734	40774	2961
1735	40787	2936
1736	40810	2913
1737	40825	2889
1738	40836	2864
1739	40850	2840
1740	40864	2816
1741	40879	2792
1742	40892	2768
1743	40906	2744
1744	40921	2720
1745	40934	2696
1746	40951	2672
1747	40962	2648
1748	40979	2624
1749	40993	2600
1750	41006	2576
1751	41017	2551
1752	41028	2527
1753	41040	2503
1754	41051	2479
1755	41069	2455
1756	41083	2431
1757	41095	2407
1758	41109	2383
1759	41121	2359
1760	41137	2336
1761	41147	2311
1762	41160	2287
1763	41175	2264
1764	41187	2240
1765	41200	2216
1766	41212	2192
1767	41226	2168
1768	41240	2144
1769	41256	2121
1770	41267	2097
1771	41284	2073
1772	41295	2049
1773	41311	2025
1774	41325	2002
1775	41336	1978
1776	41346	1954
1777	41360	1930
1778	41370	1906
1779	41382	1883
1780	41394	1859
1781	41407	1835
1782	41418	1811
1783	41431	1788
1784	41442	1764
1785	41454	1740
1786	41465	1717
1787	41476	1693
1788	41483	1669
1789	41496	1645
1790	41505	1622
1791	41514	1598
1792	41526	1574
1793	41536	1551
1794	41545	1527
1795	41558	1504
1796	41570	1480
1797	41579	1456
1798	41590	1433
1799	41600	1409
1800	41609	1386
1801	41621	1362
1802	41631	1339
1803	41641	1315
1804	41650	1292
1805	41658	1268
1806	41670	1245
1807	41679	1221
1808	41691	1198
1809	41699	1174
1810	41711	1151
1811	41721	1128
1812	41729	1104
1813	41739	1081
1814	41746	1058
1815	41754	1034
1816	41763	1011
1817	41770	987
1818	41779	964
1819	41787	941
1820	41797	918
1821	41810	894
1822	41818	871
1823	41828	848
1824	41835	825
1825	41843	802
1826	41850	778
1827	41860	755
1828	41869	732
1829	41876	709
1830	41883	686
1831	41891	663
1832	41899	640
1833	41905	616
1834	41913	593
1835	41921	570
1836	41929	547
1837	41935	524
1838	41942	501
1839	41948	478
1840	41953	455
1841	41959	432
1842	41965	409
1843	41976	386
1844	41981	364
1845	41987	341
1846	41993	318
1847	42000	295
1848	42006	272
1849	42010	249
1850	42017	227
1851	42023	204
1852	42030	181
1853	42040	158
1854	42047	136
1855	42053	113
1856	42058	90
1857	42063	67
1858	42070	45
1859	42074	22
1860	42081	0
7	0
